text,sentiment
"Beautiful, but one of mine was defective. Left earring arrived with a hairline black line through it- maybe it is a hair in the material used to make the earring? One replacement would be fine but I cannot find how to contact seller directly. I guess I will have to return them, but don’t like the inconvenience of doing that.",Neutral
"I was expecting a larger mask,  NOT returnable.",Neutral
"Really cute, but a bit awkward to put on.  I had to bend mine to make it easier.",Neutral
Dip rubbed off in a week. Didn't expect it to last long but it didn't stay in me in the shower or overnight and still looked awful really quickly.,Neutral
"Bumper sticker seems to be good quality, my issue is that I ordered “live, laugh, lurk” but I got the Denny’s bumper sticker, requested a replacement so I returned the original, got Denny’s again! I had to drop off a bumper sticker at the UPS store TWICE because the seller couldn’t send the right item, kind of annoyed to be honest. Just beware.",Neutral
Did not smell as advertised. The unimpressive scent fortunately dissipates after a  while.,Neutral
Reviews were right...cute but overpriced.,Neutral
"I considered returning this because it is so thick the dispenser doesn’t even work. But I do like the smell so I decided to keep it and just pull the dispenser out and squeeze the bottle to access the lotion. The scent is strong and a bit like mens cologne, but I like it enough to use it",Neutral
"The finished product was rather small. I don't believe they were even 3/8"" across. I won't buy them again.",Neutral
The ornament was very nice. The added writing was faded.,Neutral
"It was smaller than I imagined, I could have printed it off on a computer and laminated it. But to be honest, it was exactly as described",Neutral
The item is not bad I just expect it to look more like a map. It is very cartoonish. It would have been  better to just print this from your printer.,Neutral
A little bit then didn’t realize it’s plastic but it did the job,Neutral
"I honestly can't be too upset because this was a relatively cheap purchase, but the bracelet lasted about a month before it became completely discolored and unusable.<br />Bought it for my husband as a birthday gift - cool bracelet with my and my son's name on it. But within a month the silver heads became completely tarnished/discolored and now you can't even make out the names engraved on the beads. Like I said, the price is fair for what you're getting. And my husband wasn't upset, but I don't imagine I'd ever buy this for anyone else because I'd be embarrassed it turned so quickly.",Neutral
"I've been looking for a small hoop for a while. I'm pleased with the size, but it's literally just a tiny wire bent in a circle. There is no latch or connector or anything to make me think it should be worth more than $1.",Neutral
This product is what I wanted except the seller decided to personalize it their own way when I had specified what I wanted inscribed on the tote. I paid $30 and should get  my money's worth. I don't think I will be purchasing again.,Neutral
Much smaller than I thought,Neutral
"Im giving it 3 stars Because I honestly didn’t like the smell, not for these or any of the other two I bought from this brand. Im not saying they’re not good, actually I think they are great, I just dont like the smells they have at all.",Neutral
Spend a little more and get a better quality product.,Neutral
"The comfort is not good at all,  even for the money.",Neutral
Unfortunately this is going back because it didn't fit. The size is better for a child's wrist. Pay attention to the measurements before purchasing.,Neutral
"I thought it was matted and framed due to the image associated with it. It does state clearly that it is not, but I missed that, obviously. It does not fit properly in an 8x10 frame.... I will probably never get the time or the additional funds to get it properly matted and framed, so it is probaly never going to be displayed.",Neutral
The preview is not working on the order page. Did it work for other people? I would like to see how it would luck but more importantly I want to make sure they actually get my order correct since that’s the only way to put in your color preferences. I change the colors and they don’t change on the picture.,Neutral
Ok so this slime smelled so GOOD just like boba BUT it rubs of onto your skin and is pretty strong after 2 hours I could still smell it. Also the slime arrived HARD it wasn’t stretchy and was very cold out might because of the weather but idk. One more thing the slime assemble was really cute but to be honest I wouldn’t buy it again.,Neutral
